0	1
And Eugenian he het his godum geoffrian	and Eugenia he hatan his god geoffrian
oððe hi man mid wytum welreowlice acwealde	oððe heo man mid wite wælhreowlice acwellan
He het eac acwællan ealle þa cristenan gif hi n oldon bugan to ðam bysmorfullum hæðenscype	he hatan eac acwellan eal se cristen gif hi ne willan bugan to se bysmorfull hæðenscipe
Þa n olde Basilla brydguman geceosan nænne butan Crist þe heo gecoren hæfde and wearð þa gemartyrod for hyre mægðhade æt ham on hire huse mid heardum sweorde	þa ne willan Basilla brydguma geceosan nan butan Crist þe heo geceosan habban and weorþan þa gemartyrod for hire mægþhad æt ham on hire hus mid heard sweord
Æfter þysum wordum þa twægen Godes halgan Protus and Iacinctus wurdon sona gelæhte	æfter þes word se twegen God halga Protus and Iacinctus weorþan sona gelæccan
and hi sceoldon geoffrian heora lac þam godum	and hi sculan geoffrian hira lac se god
oððe hi sylfe sceoldon him beon geoffrode	oððe hi self sculan hi beon geoffrian
Hi wurdon þa gelædde to þære laðan anlicnysse	hi weorþan þa gelædan to se lað anlicnes
ac heo tofeol sona to heora fotum formolsnod swa raðe swa þa halgan hi to Gode gebædon	ac heo tofeallan sona to hira fot formolsnian swa raðe swa se halga hi to God gebiddan
Þa cwæþ se dema þæt hi mid drycræfte þa anlicnyssa towurpon and wearð gebolgen	þa cweþan se dema þæt hi mid drycræft se anlicnes toweorpan and weorþan gebelgan
Het þa behæfdian ða halgan cyðeras	hatan þa beheafdian se halig cyðere
and hi swa ferdon mid sige to Criste	and hi swa feran mid sige to Crist
Ðas martyras n æron næfre on life þurh wif besmytene	þes martyr ne wesan næfre on lif þurh wif besmitan
ac hi wunedon on clænnysse oð heora lifes ænde mid mycclum geleafan	ac hi wunian on clænnes oþ hira lifes ende mid micel geleafa
Æfter þysum wearð geleaht seo geleaffulla Eugenia and to þam hæðenan temple getogen mid geðreate þæt heo þære gydenan Diane Godes wurðmynt gebude	æfter þes weorþan gelæccan se geleaffull Eugenia and to se hæðen templ geteon mid geþreat þæt heo se gyden Diana God weorþmynd gebeodan
Ða gebæd Eugenia hi to ðam ælmihtigan Gode	þa gebiddan Eugenia heo to se eallmihtig God
and þæt deofles tempel grundlunga tofeoll and on eorðan besanc mid eallum his anlicnyssum	and se Deofol templ grundlinga tofeallan and on eorþ besincan mid eal his anlicnes
Þa het se casere ahon anne weorcstan on hyre halgan swuran and hi bescufan on ða ea	þa hatan se Casere ahon an weorcstan on hire halig sweora and heo bescufan on se ea
Eac se stan tobærst	eac se stan toberstan
and heo sæt up on þam wætere þæt ða cristenan tocneowan þæt Crist wæs mid hyre se ðe hwilon ær þone halgan Petrum be ðære handa gelædde upp on þam heagan brymme þæt ða sælican yða hine forswelgan ne mihton	and heo sittan up on se wæter þæt se cristen tocnawan þæt Crist wesan mid heo se ðe hwilum ær se halga Petrus be se hand gelædan upp on se heah brim þæt se sælic yþ he forswelgan ne magan
Ða het se casere hi siððan bescufan on byrnende ofen þær þær hate baðu wæron	þa hatan se Casere heo siððan bescufan on beornan ofen þær þær hat bæþ wesan
ac þæt fyr wearð acwænced and þa baðu acolode and ealle ða ontendnyssa mid hyre tocyme adwæscte	ac se fyr weorþan acwencan and se bæþ acolian and eal se ontendness mid hire tocyme adwæscan
Heo wearð þa gebroht into blindum cwearterne	heo weorþan þa gebrengan into blind cweartern
and geond twæntig daga hyre n æs getyðod æniges bigleofan binnan ðam þeostrum	and geond twentig dæg heo ne wesan getiðian ænig bigleofa binnan se þeostru
Ac se hælend com mid heofonlicum leohte and brohte ðam mædene mærne bigleofon snawhwitne hlaf and onlihte ðæt cweartern	ac se hælend cuman mid heofonlic leoht and bringan se mægden mære bigleofa snawhwit hlaf and Onlihtan se cweartern
Þa cwæð se hælend to ðam halgan mædene	þa cweþan se hælend to se halig mægden
Eala ðu Eugenia ne beo þu afyrht	eala þu Eugenia ne wesan þu afyrhtan
Ic eom þin hælend þe þu healice wurðost and mid eallum mode and mægne lufast	ic wesan þin hælend þe þu healice weorþian and mid eal mod and mægen lufian
On þam dæge þa scealt cuman to me þe ic com to mannum	on se dæg þu sculan cuman to ic þe ic cuman to mann
and on minre gebyrdtide ðu bist on heofonum gebroht	and on min gebyrdtid þu beon on heofon gebrengan
Þa com se cwællere on Cristes akennednysse dæge asend fram þam casere	þa cuman se cwellere on Crist acennednes dæg asendan fram se Casere
and he þæt mæden acwealde	and he se mæden acwellan
Heo wearð þa gemartyrod	heo weorþan þa gemartyrian
and cristene menn hi bebyrgdon	and cristen mann heo bebyrgan
Ða weop seo modor mid mycelre sarnysse æt hyre byrgene oþ þæt heo hi geseah on gastlicre gesihðe mid golde gefrætewode mid ðam heofonlicum werode þus hi frefrigende	þa wepan se modor mid micel sarness æt hire byrgen oþ þæt heo heo geseon on gastlic gesiht mid gold gefrætewian mid se heofonlic weorod þus heo frefrian
Min modor Claudia me hæfð gebroht min hælend Crist to his halgena blysse and minne fæder gelogode on þære heahfædera getele	min modor Claudia ic habban gebrengan min hælend Crist to his halga blis and min fæder gelogian on se heahfæder getæl
and þu cymst to us nu on Sunnandæg	and þu cuman to we nu on Sunnandæg
Seo modor gewat ða of worulde to heofonum on ðam Sunnandæge	se modor gewitan þa of weorold to heofon on se Sunnandæg
and þa suna hi bestodon Sergius and Auitus	and se sunu heo bestandan Sergius and Auitus
and hi siððan þurhwunodon on ðam soðan geleafan oð heora lifes ende	and hi siððan þurhwunian on se soþ geleafa oþ hira lif ende
Sy wuldor and lof þam welwyllendan Drihtne on ealra worulda woruld ealra his weldæda	wesan wuldor and lof se welwillende Dryhten on eal weorold weorold eal his weldæd
AMEN	Amen
Basilius wes gehaten sum halig biscop se wæs fram cyldhade swiðe gehealdsum þeah þe he to langum fyrste ungefullod wære	Basilius wesan gehatan sum halig bisceop se wesan fram cildhad swiðe gehealdsum þeah þe he to lang first ungefullod wære
HER onginneð seo gerecednes be Antioche þam ungesæligan cingce and be Apollonige þam tiriscan	her onginnan se gerecednys be Antiochus se ungesælig cyning and be Apollonius se tiriscan
An Antiochia þare ceastre wæs sum cyningc Antiochus gehaten	an Antiochia se ceaster wesan sum cyning Antiochus gehatan
æfter þæs cyninges naman wæs seo ceaster Antiochia geciged	æfter se cyning nama wesan se ceaster Antiochia gecigan
Þises cyninges cwen wearð of life gewiten be ðare he hæfde ane swiðe wlitige dohter ungelifedlicre fægernesse	þes cyning cwen weorþan of lif gewitan be se he habban an swiðe wlitig dohtor ungelifedlic fægernes
Mid þi þe heo becom to giftelicre yldo þa gyrnde hyre mænig mære man micele mærða beodende	mid se þe heo becuman to giftelic ieldo þa gyrnan heo manig mære mann micel mærþu beodan
Ða gelamp hit sarlicum gelimpe	þa gelimpan hit sarlic gelimp
þa ða se fæder þohte hwam he hi mihte healicost forgifan þa gefeol his agen mod on hyre lufe mid unrihtre gewilnunge to ðam swiðe þæt he forgeat þa fæderlican arfæstnesse and gewilnode his agenre dohtor him to gemæccan	þa þa se fæder þencan hwa he heo magan healice forgifan þa gefeallan his agen mod on hire lufu mid unriht gewilnung to se swiðe þæt he forgitan se fæderlic arfæstnes and gewilnian his agen dohtor he to gemæcca
And þa gewilnunge naht lange ne ylde	and se gewilnung nawiht lange ne ildan
ac sume dæge on ærnemergen þa he of slæpe awoc he abræc into ðam bure þar heo inne læg and het his hyredmen ealle him aweg gan swilce he wið his dohtor sume digle spæce sprecan wolde	ac sum dæg on ærmorgen þa he of slæp awacan he abrecan into se bur þær heo inne licgan and hatan his hiredmann eal he aweg gan swilce he wiþ his dohtor sum digol spræc sprecan willan
Hwæt he ða on ðare manfullan scilde abisgode and þa ongeanwinnendan fæmnan mid micelre strengðe earfoðlice ofercom and þæt gefremede man gewilnode to bediglianne	hwæt he þa on se manfull scyld abisgian and se ongeanwinnende fæmne mid micel strengðu earfoðlice ofercom and se gefremian man gewilnian to bediglian
Ða gewearð hit þæt þæs mædenes fostormodor into ðam bure eode and geseah hi ðar sittan on micelre gedrefednesse and hire cwæð to	þa geweorþan hit þæt se mægden fostermodor into se bur gan and geseon heo þær sittan on micel gedrefednes and heo cweþan to
Hwig eart þu hlæfdige swa gedrefedes modes	hwy wesan þu hlæfdige swa gedrefan mod
Þæt mæden hyre andswerode	se mægden heo andswarian
Leofe fostormodor nu todæg forwurdon twegen æðele naman on þisum bure	leof fostermodor nu todæg forweorþan twegen æðele nama on þes bur
Seo fostormodor cwæð	se fostermodor cweþan
Hlæfdige be hwam cwist þu þæt	hlæfdige be hwa cweðan þu se
Heo hyre andwirde and cwæð	heo heo andwerdan and cweþan
ær ðam dæge minra bridgifta ic eom mid manfulre scilde besmiten	ær se dæg min brydgifta ic wesan mid manfull scyld besmitan
Ða cwæð seo fostormodor	þa cweþan se fostermodor
Hwa wæs æfre swa dirstiges modes þæt dorste cynges dohtor gewæmman ær ðam dæge hyre brydgifta and him ne ondrede þæs cyninges irre	hwa wesan æfre swa dyrstig mod þæt durran cyning dohtor gewemman ær se dæg hire brydgifta and he ne ondrædan se cyning irre
Ðæt mæden cwæð	se mægden cweþan
Arleasnes þa scilde on me gefremode	arleasnes se scyld on ic gefremian
Seo fostormodor cwæð	se fostermodor cweþan
Hwar is se fæder	hwær wesan se fæder
Soðlice on me earmre is mines fæder nama reowlice forworden	soþlice on ic earm wesan min fæder nama hreowlice forweorþan
and me nu forðam deað þearle gelicað	and ic nu forðam deaþ þearle gelician
Seo fostormodor soðlice þa ða heo gehyrde þæt þæt mæden hire deaðes girnde ða cliopode heo hi hire to mid liðere spræce and bæd þæt heo fram þare gewilnunge hyre mod gewænde and to hire fæder willan gebuge þeah ðe heo to geneadod wære	se fostermodor soþlice þa þa heo gehyran þæt se mægden hire deaþ girnde þa clypian heo heo heo to mid liþe spræc and biddan þæt heo fram se gewilnung hire mod gewendan and to hire fæder willa gebugan þeah þe heo to geneadian wesan
On þisum þingum soðlice þurhwunode se arleasesta cyngc Antiochus and mid gehywedan mode hine sylfne ætywde his ceastergewarum swilce he arfæst fæder wære his dohtor	on þes þing soþlice þurhwunian se arleas cyning Antiochus and mid gehywian mod he self ætywan his ceastergewaru swilce he arfæst fæder wesan his dohtor
And betwux his hiwcuðum mannum he blissode on ðam þæt he his agenre dohtor wer wæs	and betweoh his hiwcuþ mann he blissian on se þæt he his agen dohtor wer wesan
And to ðam þæt he þe lengc brucan mihte his dohtor arleasan bridbeddes and him fram adryfan þa ðe hyre girndon to rihtum gesynscipum he asette ða rædels þus cweðende	and to se þæt he þe lange brucan magan his dohtor arleas brydbed and he fram adrifan se þe heo gyrnan to riht gesinscipe he asettan þa rædels þus cweþan
Swa hwilc man swa minne rædels riht aræde onfo se mynre dohtor to wife	swa hwilc mann swa min rædels riht arædan onfon se mynre dohtor to wif
and se ðe hine misræde sy he beheafdod	and se ðe he misrædan wesan he beheafdian
Hwæt is nu mare ymbe þæt to sprecanne buton þæt cyningas æghwano coman and ealdormen for ðam ungelifedlican wlite þæs mædenes	hwæt wesan nu micel ymb se to sprecan butan þæt cyning æghwanan cuman and ealdorman for se ungelifedlic wlite se mægden
and þone deað hi oferhogodon and þone rædels understodon to arædenne	and se deaþ hi oferhogian and se rædels understandan to arædan
Ac gif heora hwilc þonne þurh asmeagunge boclicre snotornesse þone rædels ariht rædde þonne wearð se to beheafdunge gelæd swa same swa se ðe hine ariht ne rædde	ac gif hi hwilc þonne þurh asmeagung boclic snotorness se rædels ariht rædan þonne weorþan se to beheafdung gelædan swa same swa se ðe he ariht ne rædan
And þa heafda ealle wurdon gesette on ufeweardan þam geate	and se heafod eal weorþan gesette on ufeweard se geat
Mid þi soðlice Antiochus se wælreowa cyningc on þysse wælreownesse þurhwunode ða wæs Apollonius gehaten sum iung man se wæs swiðe welig and snotor and wæs ealdorman on Tiro þare mægðe se getruwode on his snotornesse and on ða boclican lare and agan rowan oð þæt he becom to Antiochian	mid þi soþlice Antiochus se wælhreow cyning on þes wælhreowness þurhwunian þa wesan Apollonius gehatan sum geong mann se wesan swiðe welig and snotor and wesan ealdorman on Tirus se mægþ se getruwian on his snotorness and on se boclic lar and aginnan rowan oþ þæt he becuman to Antiochia
Eode þa into ðam cyninge and cwæð	gan þa into se cyning and cweþan
Wes gesund cyningc	wesan gesund cyning
Hwæt ic becom nu to ðe swa swa to godum fæder and arfæstum	hwæt ic becuman nu to þu swa swa to god fæder and arfæst
Ic eom soðlice of cynelicum cynne cumen	ic wesan soþlice of cynelic cynn cuman
and ic bidde þinre dohtor me to gemæccan	and ic biddan þin dohtor ic to gemæcca
Ða ða se cyngc þæt gehyrde þæt he his willes gehyran n olde he swiðe irlicum andwlitan beseah to ðam iungan ealdormen and cwæð	þa þa se cyning se gehyran þæt he his willa gehyran ne willan he swiðe irlic andwlita beseon to se geong ealdorman and cweþan
þu iunga mann canst ðu þone dom mynra dohtor gifta	þu geong mann cunnan þu se dom min dohtor gifta
Apollonius cwæð	Apollonius cweþan
Ic can þone dom	ic cunnan se dom
and ic hine æt þam geate geseah	and ic he æt se geat geseon
Ða cwæð se cyningc mid æbilignesse	þa cweþan se cyning mid æbylignes
Gehir nu þone rædels	gehyran nu se rædels
Scelere vereor materna carne vescor	Scelere vereor materna carne vescor
þæt is on englisc	se wesan on Englisc
Scylde ic þolige	scyld ic þolian
moddrenum flæsce ic bruce	modren flæsc ic brucan
Eft he cwæð	eft he cweþan
Quaero patrem meum meae matris virum uxoris meae filiam nec invenio	Quaero patrem meum meae matris virum uxoris meae filiam nec invenio
þæt is on englisc	se wesan on Englisc
Ic sece minne fæder mynre modor wer mines wifes dohtor	ic secan min fæder min modor wer min wif dohtor
and ic ne finde	and ic ne findan
Apollonius þa soðlice onfangenum rædelse hine bewænde hwon fram ðam cyninge	Apollonius þa soþlice onfon rædels he bewendan hwon fram se cyning
and mid þy þe he smeade ymbe þæt ingehyd he hit gewan mid wisdome	and mid se þe he smeagan ymb se ingehygd he hit gewinnan mid wisdom
and mid Godes fultume he þæt soð arædde	and mid God fultum he se soþ arædan
Bewænde hine þa to ðam cynincge and cwæð	bewendan he þa to se cyning and cweþan
